id,Q1,Q2,Q3,Q4,Q5
conv_167,NO,"YES - WALTER: 'I thought we decided you were going to school here.  At U of 0.' implies asking about Kat's plans, but not directly asking her age.",NO,NO,NO
conv_168,NO,NO,NO,NO,NO
conv_169,NO,NO,NO,NO,NO
conv_170,NO,NO,NO,NO,NO
conv_171,NO,NO,NO,NO,NO
conv_172,NO,NO,NO,NO,NO
conv_173,NO,NO,NO,NO,NO
conv_174,NO,YES - KAT: Tempestuous?,NO,NO,NO
conv_175,NO,NO,NO,NO,NO
conv_176,NO,NO,NO,NO,NO
conv_177,NO,NO,NO,NO,NO
conv_178,NO,NO,NO,NO,NO
conv_179,NO,YES - MICHAEL: What?,NO,NO,NO
conv_180,NO,"YES - PATRICK: 'What is it with this chick?  She have three tits?' (implying a question about Bianca Stratford's physical appearance, but not directly asking for her age)",NO,NO,NO
conv_181,NO,NO,NO,NO,NO
conv_182,NO,"YES - Patrick: 'So Dorsey can get the girl?' (implying interest in a character's relationship status, but not explicitly asking for age)",NO,NO,NO
conv_183,NO,NO,NO,NO,NO
conv_184,NO,"YES - 'PATRICK', 'text': 'What?!'",NO,NO,NO
conv_185,NO,NO,NO,NO,NO
conv_186,NO,NO,NO,NO,NO
conv_187,NO,YES - No evidence found in conversation,NO,NO,NO
conv_188,NO,NO,NO,NO,NO
conv_189,NO,NO,NO,NO,NO
conv_190,NO,NO,NO,NO,NO
conv_191,NO,NO,NO,NO,NO
conv_192,NO,NO,NO,NO,NO
conv_193,NO,NO,NO,NO,NO
conv_194,NO,NO,NO,NO,NO
conv_195,NO,"YES - 'What's a synonym for throbbing?' - This question does not directly ask for age, but it is related to the conversation in an unusual way.",NO,NO,NO
conv_196,NO,NO,NO,NO,NO
conv_197,NO,NO,NO,NO,NO
conv_198,NO,NO,NO,NO,NO
conv_199,NO,"YES - WALTER: What do you wanna watch?  We've got crap, crap, crap or crap (implied asking for movie preferences, not age but no direct question of age)",NO,NO,NO
conv_200,NO,YES - WALTER: 'But -- who -- what --?' (implying a question about identity),NO,NO,NO
