id,Q1,Q2,Q3,Q4,Q5
conv_738,NO,"YES - No specific question about age was asked, but rather a statement 'You are a monster, Zorg!' which implies an accusation or insult.",NO,NO,NO
conv_739,NO,"YES - KORBEN's message 'Excuse me, I'm looking for a priest.' implies they might be seeking a specific service, but it does not explicitly ask about age.",NO,NO,NO
conv_740,NO,NO,NO,NO,NO
conv_741,NO,YES - CORNELIUS: Who are you?,NO,NO,NO
conv_742,NO,NO,NO,NO,NO
conv_743,NO,NO,NO,NO,NO
conv_744,NO,NO,NO,NO,NO
conv_745,NO,NO,NO,NO,NO
conv_746,NO,"YES - 'KORBEN', 'text': 'Father, I was in the Army for awhile and every time they told us we were on a mission to save the world the only thing that changed was I lost a lot of friends.'",NO,NO,NO
conv_747,NO,YES - CORNELIUS: What are you doing?,NO,NO,NO
conv_748,NO,"YES - KORBEN: 'When is she not in trouble?' - implying an expectation of a response about Leeloo's age or situation, but no direct question about KORBEN's age",NO,NO,NO
conv_749,NO,NO,NO,NO,NO
conv_750,NO,NO,NO,NO,NO
conv_751,NO,NO,NO,NO,NO
conv_752,NO,NO,NO,NO,NO
conv_753,NO,NO,NO,NO,NO
conv_754,NO,NO,NO,NO,NO
conv_755,NO,NO,NO,NO,NO
conv_756,NO,NO,NO,NO,NO
conv_757,NO,NO,NO,NO,NO
conv_758,NO,NO,NO,NO,NO
conv_759,NO,NO,NO,NO,NO
conv_760,NO,NO,NO,NO,NO
conv_761,NO,NO,NO,NO,NO
conv_762,NO,NO,NO,NO,NO
conv_763,NO,NO,NO,NO,NO
conv_764,NO,NO,NO,NO,NO
conv_765,NO,NO,NO,NO,NO
conv_766,NO,NO,NO,NO,NO
conv_767,NO,NO,NO,NO,NO
conv_768,NO,YES - KORBEN: Who?,NO,NO,NO
conv_769,NO,NO,NO,"YES - Diva said: ""You must give her the Stones, she's the only one who knows how to use them.""",NO
conv_770,NO,NO,NO,NO,NO
conv_771,NO,NO,NO,NO,NO
conv_772,NO,NO,NO,NO,NO
conv_773,NO,NO,NO,NO,NO
conv_774,NO,NO,NO,NO,NO
conv_775,NO,NO,NO,NO,NO
conv_776,NO,YES - 'How many points you got left on your license?',NO,NO,NO
conv_777,NO,"YES - 'FINGER': 'So, just how big was this fare?'",NO,NO,NO
conv_778,NO,NO,NO,NO,NO
conv_779,NO,YES - 'Scuse me?' (KORBEN's text),NO,NO,NO
conv_780,NO,NO,NO,NO,NO
conv_781,NO,NO,NO,NO,NO
conv_782,NO,NO,NO,NO,NO
conv_783,NO,NO,NO,NO,NO
conv_784,NO,YES - ...What's your name?,NO,NO,NO
conv_785,NO,NO,NO,NO,NO
conv_786,NO,NO,NO,NO,NO
conv_787,NO,NO,NO,NO,NO
conv_788,NO,YES - No evidence found in conversation,NO,NO,NO
conv_789,NO,NO,NO,NO,NO
conv_790,NO,NO,NO,NO,NO
conv_791,NO,"YES - 'I get it! You want to make me beg, is that it?' (implying a possible question about KORBEN's intentions)",NO,NO,NO
conv_792,NO,NO,NO,NO,NO
conv_793,NO,YES - MOTHER: Have you pulled yourself together?,NO,NO,NO
conv_794,NO,"YES - KORBEN's first message 'Hello?' could be considered an implicit question asking if the other person is available or willing to talk, but it does not directly ask for age. However, KORBEN's second message '..Ma???' is more likely a confused response rather than a direct question about age.",NO,NO,NO
conv_795,NO,"YES - VOICE: 'Welcome on board Mr. Dallas..', KORBEN: ""How you doing this morning?  Sleep OK? I didn't.""",NO,NO,NO
conv_796,NO,NO,NO,NO,NO
conv_797,NO,NO,NO,NO,NO
conv_798,NO,NO,NO,NO,NO
conv_799,NO,"YES - VOICE: '6... 5...' (implying counting down to a specific number, possibly an age)",NO,NO,NO
conv_800,NO,NO,NO,NO,NO
