id,Q1,Q2,Q3,Q4,Q5
conv_444,NO,NO,NO,NO,NO
conv_445,NO,NO,NO,NO,NO
conv_446,NO,NO,NO,NO,NO
conv_447,NO,NO,NO,NO,NO
conv_448,NO,NO,NO,NO,NO
conv_449,NO,NO,NO,NO,NO
conv_450,NO,YES - LEON: What was that?,NO,NO,NO
conv_451,NO,NO,NO,NO,NO
conv_452,NO,YES - MUGGER: Got any spare change?  How 'bout a spare twenty?,NO,NO,NO
conv_453,NO,YES - JORDY: 'Oh yeah?  Guess again.',NO,NO,NO
conv_454,NO,"YES - MUGGER: 'C'mon, you can't leave me like this.'",NO,NO,NO
conv_455,NO,NO,NO,NO,NO
conv_456,NO,"YES - 'What's that on your forehead, Max?' - This question implies curiosity about Max's appearance, but doesn't directly ask his age.",NO,NO,NO
conv_457,NO,NO,NO,NO,NO
conv_458,NO,YES - JORDY: Could you put out the cigar?,NO,"YES - KORFIN: Nah, not at all.  Detective Flemming - Bobby Korfin.  My Uncle Tony worked with you at 2-1 back when you were a rookie.",NO
conv_459,NO,"YES - KORFIN, 'Clean?' (implying a question about cleanliness or state of being, but also possibly implying a question about age)",NO,NO,NO
conv_460,NO,NO,NO,NO,NO
conv_461,NO,NO,NO,NO,NO
conv_462,NO,YES - No evidence found in conversation,NO,NO,NO
conv_463,NO,NO,NO,NO,NO
conv_464,NO,NO,NO,NO,NO
conv_465,NO,NO,NO,NO,NO
conv_466,NO,NO,NO,NO,NO
conv_467,NO,NO,NO,NO,NO
conv_468,NO,NO,NO,NO,NO
conv_469,NO,NO,NO,NO,NO
conv_470,NO,NO,NO,NO,"YES - ""That's why he videotaped Eddie's murder - he thinks he's gonna get off."""
conv_471,NO,NO,NO,NO,NO
conv_472,NO,YES - No evidence found in conversation,NO,NO,NO
conv_473,NO,"YES - B20 did not ask, but FLOYD said 'You're looking wonderful.' which implies Elena might be 30+ based on the context of being 'wonderful', however this is not explicitly stated. However B20 asked a question that could imply age indirectly (SPACE STATTION 5 - LOUNGE), which could be related to someone's birthday but it does not give away any specific age.",NO,NO,NO
conv_474,NO,NO,NO,NO,NO
conv_475,NO,NO,NO,NO,NO
conv_476,NO,NO,NO,NO,NO
conv_477,NO,YES - FLOYD: How did they manage to do that without any communication?,NO,NO,NO
conv_478,NO,"YES - B20: CONTINUED, FLOYD: I'm sorry, Dr. Smyslov, but I'm really not at liberty to discuss this.",NO,NO,NO
conv_479,NO,NO,NO,NO,NO
conv_480,NO,NO,"YES - POOLE: 'Just a sec.'
BOWMAN: 'Okay.'
POOLE: 'Okay, come on down.'",NO,NO
conv_481,NO,YES - None of the conversation participants asked for each other's age.,NO,NO,NO
conv_482,NO,NO,NO,NO,NO
conv_483,NO,NO,NO,NO,NO
conv_484,NO,NO,NO,NO,NO
conv_485,NO,NO,NO,NO,NO
conv_486,NO,NO,NO,NO,NO
conv_487,NO,NO,NO,NO,NO
conv_488,NO,NO,NO,NO,NO
conv_489,NO,NO,NO,NO,NO
conv_490,NO,NO,NO,NO,NO
conv_491,NO,NO,NO,NO,NO
conv_492,NO,NO,NO,NO,NO
conv_493,NO,"YES - HAL: ""I'm sorry, Frank, but I don't think I can answer that question without knowing everything that all of you know."" This implies HAL is being asked a question by someone named Frank.",NO,NO,NO
conv_494,NO,NO,NO,NO,NO
conv_495,NO,NO,NO,NO,NO
conv_496,NO,NO,NO,NO,NO
conv_497,NO,NO,NO,NO,NO
conv_498,NO,NO,NO,NO,NO
conv_499,NO,NO,NO,NO,NO
conv_500,NO,NO,NO,NO,NO
