id,Q1,Q2,Q3,Q4,Q5
conv_362,NO,YES - 'What would your girlfriend think of that?' by EDDIE,NO,NO,NO
conv_363,NO,NO,NO,NO,NO
conv_364,NO,"YES - EDDIE: ""Well, you shoulda because nobody's gonna believe you didn't...including me."" (implying Eddie wants proof of Jordy's innocence)",NO,NO,NO
conv_365,NO,YES - No evidence found in conversation,NO,NO,NO
conv_366,NO,YES - JORDY: Why'd you help me back there with the Chief?  Why'd you stand up for me like that?,NO,NO,NO
conv_367,NO,"YES - 'EDDIE', 'text': 'What's your accomplishment.'",NO,NO,NO
conv_368,NO,NO,NO,NO,NO
conv_369,NO,NO,NO,NO,NO
conv_370,NO,"YES - NICOLETTE: 'Detective, does it look like a murder?' (implying she's asking about the crime scene)",NO,NO,NO
conv_371,NO,"YES - 'Detective - can you tell us what happened here?' (NICOLETTE is asking EDDIE a question, but it's not about his age)",NO,NO,NO
conv_372,NO,"YES - NICOLETTE: 'I understand, but I noticed that the Fire Marshall is here with you.  Is this somehow related to the fire department?'",NO,NO,NO
conv_373,NO,"YES - 'Eddie, are you okay?' by NICOLETTE",NO,NO,NO
conv_374,NO,NO,NO,NO,NO
conv_375,NO,"YES - NICOLETTE: 'Well, who was it that taught me how to do that?  Huh?' (implying Eddie is referencing his past)",NO,NO,YES - NICOLETTE: 'That was good.  You were holding the evidence.' (implying a camera or filming)
conv_376,NO,NO,NO,NO,NO
conv_377,NO,YES - EDDIE: Answer the phone.,NO,NO,NO
conv_378,NO,NO,NO,NO,NO
conv_379,NO,NO,NO,NO,NO
conv_380,NO,NO,NO,NO,NO
conv_381,NO,NO,NO,NO,NO
conv_382,NO,YES - 'How old are you?' (said by EDDIE),NO,NO,NO
conv_383,NO,NO,NO,NO,NO
conv_384,NO,NO,NO,NO,NO
conv_385,NO,NO,NO,NO,NO
conv_386,NO,NO,NO,NO,NO
conv_387,NO,YES - HAWKINS: Any chance we can do that again?,NO,NO,NO
conv_388,NO,YES - SECONDARY OFFICER: You're a butcher?  What do you use pig intestines for?,NO,NO,NO
conv_389,NO,"YES - ""Are you married?"" (SECONDARY OFFICER)",NO,NO,NO
conv_390,NO,NO,YES - EMIL: 'Come to 45 Broadway. Don't bring the Police. Come alone or you'll be in my next film.',YES - EMIL: 'Three hundred thousand dollars.' (requesting money),NO
conv_391,NO,YES - 'Were you a fireman?  That how you knew how to rig the apartment?' (JORDY),NO,NO,NO
conv_392,NO,NO,NO,NO,NO
conv_393,NO,NO,NO,NO,NO
conv_394,NO,YES - 'JORDY' text: Where's your partner? (implied interest in Emil),YES - 'EMIL' text: The Sheraton!  On Broadway!  Room 210.,NO,NO
conv_395,NO,NO,NO,NO,NO
conv_396,NO,YES - EMIL: Where's Czech girl?,NO,NO,NO
conv_397,NO,NO,"YES - EMIL: 'I ordered a Czech girl.  Daphne, you know her?' - implies meeting with the person or something related to this context",YES - HONEY: 'Now I like to get business out of the way before we get down to pleasure.  Why don'tchya put my money on the dresser.' - implies putting money or payment for some service,NO
conv_398,NO,NO,NO,NO,NO
conv_399,NO,NO,NO,NO,NO
conv_400,NO,"YES - EMIL: Give me the address!! (implied urgency or threat, but no explicit request for age)",NO,NO,NO
