id,Q1,Q2,Q3,Q4,Q5
conv_659,NO,"YES - HADEN: How you gonna take to a pink slip, huh?",NO,NO,NO
conv_660,NO,NO,NO,NO,NO
conv_661,NO,NO,NO,NO,NO
conv_662,NO,"YES - CATES: Are you gonna tell me about police procedure?  Do me a favor, don't give me a bunch of crap.",NO,NO,NO
conv_663,NO,NO,NO,NO,NO
conv_664,NO,NO,NO,NO,NO
conv_665,NO,NO,NO,NO,NO
conv_666,NO,YES - 'Who are all these?' (CATES),NO,NO,NO
conv_667,NO,NO,NO,NO,NO
conv_668,NO,NO,NO,NO,NO
conv_669,NO,NO,NO,NO,NO
conv_670,NO,NO,NO,NO,NO
conv_671,NO,NO,NO,NO,NO
conv_672,NO,"YES - KEHOE: 'That pal of yours from the Vice Squad wants you to call him.' (implying a request or action, but not directly asking for CATES' age)",NO,NO,NO
conv_673,NO,NO,NO,NO,NO
conv_674,NO,NO,NO,NO,NO
conv_675,NO,"YES - 'CATES': ""I think I met her.  Now tell us something we don't know, like where they stashed her."" (implying Luther should share information)",NO,NO,NO
conv_676,NO,YES - CATES: When? How?,NO,NO,NO
conv_677,NO,YES - ELAINE: What am I wanted for?,NO,NO,NO
conv_678,NO,NO,NO,NO,NO
conv_679,NO,NO,NO,NO,NO
conv_680,NO,NO,NO,NO,NO
conv_681,NO,NO,NO,NO,NO
conv_682,NO,YES - No evidence found in conversation,NO,NO,NO
conv_683,NO,NO,NO,YES - CATES said 'Maybe you ought to buy me one.',NO
conv_684,NO,NO,NO,NO,NO
conv_685,NO,YES - No evidence found in conversation,NO,NO,NO
conv_686,NO,NO,NO,NO,NO
conv_687,NO,NO,NO,YES - ELAINE gave CATES his wallet and badge.,NO
conv_688,NO,NO,NO,NO,NO
conv_689,NO,"YES - 'Jack, are you okay?' - This implies concern and could be related to health or emotional state which might include age indirectly",NO,NO,NO
conv_690,NO,NO,NO,NO,NO
conv_691,NO,NO,"YES - CATES says 'I'm not gonna have time to come by' implying a meeting is being discussed, but no specific location mentioned",NO,NO
conv_692,NO,NO,NO,NO,NO
conv_693,NO,NO,NO,NO,NO
conv_694,NO,NO,NO,NO,NO
conv_695,NO,NO,NO,NO,NO
conv_696,NO,NO,NO,NO,NO
conv_697,NO,NO,NO,NO,NO
conv_698,NO,NO,NO,NO,NO
conv_699,NO,YES - 'CATES': 'How do you know?',NO,NO,NO
conv_700,NO,YES - No evidence found in conversation,NO,NO,NO
